obs	sector	hdd	choice	conv_year	house_type	constr_year	nb_rooms	nb_pers	own_rent	surface	age	income	op_cost.1	op_cost.2	op_cost.3	op_cost.4	op_cost.5	op_cost.6	op_cost.7	op_cost.8	op_cost.9	fix_cost.1	fix_cost.2	fix_cost.3	fix_cost.4	fix_cost.5	fix_cost.6	fix_cost.7	fix_cost.8	fix_cost.9	cost_inc1	cost_inc2	cost_inc3	cost_inc4	cost_inc5	cost_inc6	cost_inc7	cost_inc8	cost_inc9	avail.1	avail.2	avail.3	avail.4	avail.5	avail.6	avail.7	avail.8	avail.9
672	1	4.435	7	0	2	9	7	3	1	3.25	4.8	4.5	0	0	2.228024	2.144198	2.506619	2.433337	2.073829	1.484133	1.926405	0	0	1.227736	0.995478	0.981712	0.749454	0.184475	0.588943	0.683768	0	0	5.524813	4.479651	4.417704	3.372542	0.8301376	2.650241	3.076958	0	0	1	1	1	1	1	1	1
673	1	4.435	7	0	2	11	5	4	1	0.8	4.2	2.25	1.262519	1.281417	1.503899	1.406968	1.699245	1.614507	1.342157	0.895425	1.230474	0.872365	0.859461	1.200576	0.987673	0.955905	0.743002	0.138219	0.582491	0.677317	1.96282	1.933788	2.701296	2.222263	2.150787	1.671755	0.3109938	1.310605	1.523963	1	1	1	1	1	1	1	1	1
674	1	4.435	7	0	2	10	4	2	1	1.25	5.8	3.25	0	0	1.227191	1.172138	1.395817	1.34769	1.11537	0.734298	1.020102	0	0	1.225705	0.993447	0.981712	0.749454	0.124769	0.588943	0.683768	0	0	3.983542	3.228703	3.190564	2.435725	0.4054997	1.914063	2.222248	0	0	1	1	1	1	1	1	1
675	1	4.435	7	0	2	9	6	3	1	2.25	3.2	3.25	1.316457	1.332801	1.561833	1.478008	1.778169	1.704887	1.400652	0.901617	1.275893	0.872365	0.859461	1.201253	0.98835	0.955905	0.743002	0.158121	0.582491	0.677317	2.835185	2.793249	3.904072	3.212136	3.106693	2.414757	0.5138947	1.893095	2.20128	1	1	1	1	1	1	1	1	1
676	1	4.435	7	6	2	3	5	2	1	3.25	3.2	2.75	0	0	1.310843	1.266367	1.50477	1.466637	1.204702	0.744438	1.089636	0	0	1.200576	0.987673	0.955905	0.743002	0.138219	0.582491	0.677317	0	0	3.301584	2.7161	2.62874	2.043256	0.3801036	1.60185	1.862621	0	0	1	1	1	1	1	1	1
677	1	4.435	7	0	2	10	6	3	1	1.25	4.2	7.5	0	0	1.565728	1.481901	1.782863	1.709581	1.404131	0.903105	1.278874	0	0	1.227059	0.994801	0.981712	0.749454	0.164573	0.588943	0.683768	0	0	9.202944	7.461009	7.362839	5.620903	1.234298	4.417069	5.128263	0	0	1	1	1	1	1	1	1
678	1	4.435	7	0	2	11	8	4	1	2.25	4.2	4.5	0	0	2.01562	1.903021	2.298711	2.200275	1.798051	1.138286	1.633109	0	0	1.202607	0.989703	0.955905	0.743002	0.575474	0.582491	0.677317	0	0	5.41173	4.453665	4.301574	3.34351	2.589635	2.621209	3.047926	0	0	1	1	1	1	1	1	1
679	1	4.435	7	0	2	9	4	2	1	3.25	2.8	5.5	1.193206	1.200885	1.357951	1.318564	1.547506	1.513074	1.257814	0.839114	1.153139	0.872365	0.859461	1.199899	0.986996	0.955905	0.743002	0.118318	0.582491	0.677317	4.798005	4.727037	6.599444	5.428476	5.25748	4.086512	0.6507464	3.2037	3.725243	1	1	1	1	1	1	1	1	1
680	1	4.435	7	0	2	9	5	4	1	0.3	3.2	2.25	0	0	1.647988	1.535391	1.842554	1.744119	1.483238	1.055318	1.376258	0	0	1.226382	0.994124	0.981712	0.749454	0.144671	0.588943	0.683768	0	0	2.75936	2.236779	2.208852	1.686271	0.32551	1.325121	1.538479	0	0	1	1	1	1	1	1	1
681	1	4.435	7	0	2	12	6	2	1	1.25	2.8	5.5	0	0	1.32451	1.269456	1.520713	1.472585	1.194372	0.738023	1.080284	0	0	1.201253	0.98835	0.955905	0.743002	0.158121	0.582491	0.677317	0	0	6.60689	5.435923	5.25748	4.086512	0.8696679	3.2037	3.725243	0	0	1	1	1	1	1	1	1
682	1	4.435	7	7	2	6	7	4	1	1.75	3.2	3.75	0	0	1.878335	1.774416	2.130007	2.039159	1.689537	1.116055	1.546166	0	0	1.227736	0.995478	0.981712	0.749454	0.184475	0.588943	0.683768	0	0	4.604011	3.733043	3.68142	2.810452	0.6917813	2.208534	2.564132	0	0	1	1	1	1	1	1	1
683	1	4.435	7	0	2	10	7	2	1	1.25	6.8	3.75	1.389528	1.400261	1.633975	1.578922	1.885087	1.836959	1.479894	0.894206	1.333472	0.880752	0.865913	1.227736	0.995478	0.981712	0.749454	0.581926	0.588943	0.683768	3.302819	3.247174	4.604011	3.733043	3.68142	2.810452	2.182223	2.208534	2.564132	1	1	1	1	1	1	1	1	1
684	1	4.435	7	7	2	2	5	2	1	1.25	3.2	5.5	1.046443	1.058984	1.239664	1.195187	1.420431	1.382297	1.138998	0.711481	1.032119	0.880752	0.865913	1.226382	0.994124	0.981712	0.749454	0.144671	0.588943	0.683768	4.844134	4.762521	6.745102	5.467683	5.399415	4.121996	0.795691	3.239184	3.760726	1	1	1	1	1	1	1	1	1
685	1	4.435	7	0	2	11	6	2	1	1.75	2.8	2.25	0	0	1.393422	1.338371	1.596191	1.548064	1.263878	0.79773	1.147341	0	0	1.201253	0.98835	0.955905	0.743002	0.158121	0.582491	0.677317	0	0	2.702819	2.223787	2.150787	1.671755	0.3557732	1.310605	1.523963	0	0	1	1	1	1	1	1	1
686	1	4.435	7	5	2	3	5	4	1	0.8	3.2	2.25	0	0	1.473151	1.373481	1.664659	1.579205	1.31873	0.861032	1.204305	0	0	1.200576	0.987673	0.955905	0.743002	0.138219	0.582491	0.677317	0	0	2.701296	2.222263	2.150787	1.671755	0.3109938	1.310605	1.523963	0	0	1	1	1	1	1	1	1
687	1	4.435	7	0	2	9	7	4	1	2.25	3.8	5.5	0	0	1.793537	1.680938	2.038604	1.940168	1.591706	1.020128	1.448812	0	0	1.227736	0.995478	0.981712	0.749454	0.184475	0.588943	0.683768	0	0	6.752549	5.47513	5.399415	4.121996	1.014613	3.239184	3.760726	0	0	1	1	1	1	1	1	1
688	1	4.435	7	0	13	11	3	1	2	0.3	4.2	1.25	0	0	0.742789	0.714016	0.837743	0.81259	0.688186	0.484128	0.637171	0	0	1.102448	0.973415	0.859131	0.730099	0.085512	0.569588	0.664414	0	0	1.37806	1.216769	1.073914	0.9126237	0.1068904	0.7119846	0.830517	0	0	1	1	1	1	1	1	1
689	1	4.435	7	0	2	10	5	3	1	2.25	2.8	4.5	1.228547	1.241836	1.439217	1.371058	1.637461	1.577875	1.303114	0.852426	1.190442	0.880752	0.865913	1.226382	0.994124	0.981712	0.749454	0.144671	0.588943	0.683768	3.963382	3.896608	5.51872	4.473559	4.417704	3.372542	0.6510199	2.650241	3.076958	1	1	1	1	1	1	1	1	1
690	1	4.435	7	0	2	10	5	2	1	1.25	4.8	3.25	1.048582	1.057953	1.231863	1.183798	1.413885	1.371866	1.115196	0.694183	1.009943	0.872365	0.859461	1.200576	0.987673	0.955905	0.743002	0.138219	0.582491	0.677317	2.835185	2.793249	3.901871	3.209936	3.106693	2.414757	0.4492133	1.893095	2.20128	1	1	1	1	1	1	1	1	1
691	1	4.435	7	6	2	1	6	2	1	1.25	3.2	3.75	0	0	1.3475	1.303023	1.544209	1.506076	1.242757	0.780062	1.127083	0	0	1.201253	0.98835	0.955905	0.743002	0.158121	0.582491	0.677317	0	0	4.504698	3.706311	3.584646	2.786258	0.5929554	2.184341	2.539938	0	0	1	1	1	1	1	1	1
692	1	4.435	7	0	2	11	5	2	1	0.8	4.2	4.5	0	0	1.283261	1.228208	1.46234	1.414212	1.166574	0.760376	1.065025	0	0	1.226382	0.994124	0.981712	0.749454	0.144671	0.588943	0.683768	0	0	5.51872	4.473559	4.417704	3.372542	0.6510199	2.650241	3.076958	0	0	1	1	1	1	1	1	1
693	1	4.435	7	6	2	4	5	4	1	2.25	5.3	7.5	0	0	1.707373	1.599377	1.932084	1.839491	1.535034	1.000053	1.401289	0	0	1.200576	0.987673	0.955905	0.743002	0.906357	0.582491	0.677317	0	0	9.004318	7.407545	7.169291	5.572516	6.797676	4.368682	5.079876	0	0	1	1	1	1	1	1	1
694	1	4.435	7	5	2	6	6	1	1	1.75	3.8	4.5	0	0	1.285825	1.257052	1.48366	1.458507	1.182375	0.729441	1.069142	0	0	1.201253	0.98835	0.955905	0.743002	0.158121	0.582491	0.677317	0	0	5.405637	4.447573	4.301574	3.34351	0.7115465	2.621209	3.047926	0	0	1	1	1	1	1	1	1
695	1	4.435	7	0	2	12	8	4	1	1.75	3.8	7.5	0	0	2.405558	2.292958	2.708208	2.609772	2.209741	1.553575	2.045699	0	0	1.228413	0.996155	0.981712	0.749454	0.912808	0.588943	0.683768	0	0	9.213099	7.471163	7.362839	5.620903	6.846063	4.417069	5.128263	0	0	1	1	1	1	1	1	1
696	1	4.435	7	0	2	12	5	3	1	1.25	3.2	4.5	0	0	1.451694	1.367868	1.641632	1.568351	1.306206	0.876213	1.198707	0	0	1.226382	0.994124	0.981712	0.749454	0.144671	0.588943	0.683768	0	0	5.51872	4.473559	4.417704	3.372542	0.6510199	2.650241	3.076958	0	0	1	1	1	1	1	1	1
697	1	4.435	7	0	2	10	6	4	1	2.25	2.8	5.5	0	0	1.587053	1.490121	1.807579	1.722839	1.407968	0.891488	1.278848	0	0	1.227059	0.994801	0.981712	0.749454	0.164573	0.588943	0.683768	0	0	6.748826	5.471406	5.399415	4.121996	0.9051518	3.239184	3.760726	0	0	1	1	1	1	1	1	1
698	1	4.435	7	0	2	11	6	2	1	1.25	3.8	5.5	0	0	1.363054	1.308001	1.563398	1.51527	1.232757	0.769354	1.116906	0	0	1.201253	0.98835	0.955905	0.743002	0.158121	0.582491	0.677317	0	0	6.60689	5.435923	5.25748	4.086512	0.8696679	3.2037	3.725243	0	0	1	1	1	1	1	1	1
699	1	4.435	7	8	2	1	6	2	1	1.25	6.2	2.75	0	0	1.377406	1.324605	1.59593	1.550659	1.242603	0.701296	1.107276	0	0	1.201253	0.98835	0.955905	0.743002	0.906357	0.582491	0.677317	0	0	3.303445	2.717961	2.62874	2.043256	2.492481	1.60185	1.862621	0	0	1	1	1	1	1	1	1
700	1	4.435	7	6	2	3	7	2	1	1.75	5.3	5.5	0	0	1.524696	1.478595	1.755986	1.71646	1.402338	0.850373	1.264347	0	0	1.227736	0.995478	0.981712	0.749454	0.184475	0.588943	0.683768	0	0	6.752549	5.47513	5.399415	4.121996	1.014613	3.239184	3.760726	0	0	1	1	1	1	1	1	1
701	1	4.435	7	0	2	9	6	5	1	1.75	3.8	4.5	0	0	1.824513	1.683142	2.054882	1.931293	1.605739	1.071737	1.472239	0	0	1.201253	0.98835	0.955905	0.743002	0.158121	0.582491	0.677317	0	0	5.405637	4.447573	4.301574	3.34351	0.7115465	2.621209	3.047926	0	0	1	1	1	1	1	1	1
702	1	4.435	7	0	2	10	6	4	1	1.25	4.2	3.75	0	0	1.720531	1.607932	1.942423	1.843988	1.535043	1.028285	1.408353	0	0	1.227059	0.994801	0.981712	0.749454	0.164573	0.588943	0.683768	0	0	4.601472	3.730504	3.68142	2.810452	0.617149	2.208534	2.564132	0	0	1	1	1	1	1	1	1
703	1	4.435	7	0	2	11	7	2	1	1.75	2.8	7.5	0	0	1.493624	1.454237	1.719225	1.684792	1.370462	0.85487	1.241564	0	0	1.227736	0.995478	0.981712	0.749454	0.184475	0.588943	0.683768	0	0	9.208021	7.466085	7.362839	5.620903	1.383563	4.417069	5.128263	0	0	1	1	1	1	1	1	1
704	1	4.435	7	0	2	10	9	4	1	3.25	4.2	7.5	0	0	2.475135	2.369523	2.796456	2.704128	2.27598	1.573693	2.100408	0	0	1.22909	0.996832	0.981712	0.749454	0.224279	0.588943	0.683768	0	0	9.218175	7.47624	7.362839	5.620903	1.682092	4.417069	5.128263	0	0	1	1	1	1	1	1	1
705	1	4.435	7	0	2	9	8	3	1	1.25	3.2	5.5	1.408989	1.425332	1.684992	1.601166	1.932562	1.85928	1.504464	0.922463	1.358964	0.872365	0.859461	1.202607	0.989703	0.955905	0.743002	0.197925	0.582491	0.677317	4.798005	4.727037	6.614336	5.443369	5.25748	4.086512	1.08859	3.2037	3.725243	1	1	1	1	1	1	1	1	1
706	1	4.435	7	0	2	10	5	2	1	2.25	2.8	4.5	1.079854	1.090588	1.273846	1.218793	1.459644	1.411516	1.14911	0.718689	1.041505	0.872365	0.859461	1.200576	0.987673	0.955905	0.743002	0.138219	0.582491	0.677317	3.92564	3.867576	5.402591	4.444527	4.301574	3.34351	0.6219877	2.621209	3.047926	1	1	1	1	1	1	1	1	1
707	1	4.435	7	0	2	10	7	4	1	0.8	2.8	4.5	0	0	1.715788	1.610176	1.948631	1.856304	1.526991	0.986822	1.391949	0	0	1.20193	0.989026	0.955905	0.743002	0.178023	0.582491	0.677317	0	0	5.408684	4.450619	4.301574	3.34351	0.8011053	2.621209	3.047926	0	0	1	1	1	1	1	1	1
708	1	4.435	7	0	2	9	5	2	1	1.25	6.2	2.25	1.064476	1.073847	1.251157	1.203092	1.437142	1.395124	1.132433	0.701545	1.024711	0.872365	0.859461	1.200576	0.987673	0.955905	0.743002	0.138219	0.582491	0.677317	1.96282	1.933788	2.701296	2.222263	2.150787	1.671755	0.3109938	1.310605	1.523963	1	1	1	1	1	1	1	1	1
709	1	4.435	7	0	2	10	7	3	1	1.75	3.8	7.5	1.311214	1.326195	1.56723	1.490391	1.798173	1.730999	1.400012	0.857099	1.264284	0.880752	0.865913	1.227736	0.995478	0.981712	0.749454	0.184475	0.588943	0.683768	6.605637	6.494347	9.208021	7.466085	7.362839	5.620903	1.383563	4.417069	5.128263	1	1	1	1	1	1	1	1	1
710	1	4.435	7	0	2	11	9	4	1	3.25	7.2	7.5	1.75821	1.778471	2.109639	2.005719	2.424548	2.3337	1.879719	1.135059	1.693554	0.880752	0.865913	1.22909	0.996832	0.981712	0.749454	0.581926	0.588943	0.683768	6.605637	6.494347	9.218175	7.47624	7.362839	5.620903	4.364445	4.417069	5.128263	1	1	1	1	1	1	1	1	1
711	1	4.435	7	0	2	10	7	1	2	1.25	2.8	2.25	1.152275	1.157885	1.341686	1.312913	1.556934	1.531781	1.226066	0.724605	1.1007	0.880752	0.865913	1.227736	0.995478	0.981712	0.749454	0.184475	0.588943	0.683768	1.981691	1.948304	2.762406	2.239826	2.208852	1.686271	0.4150688	1.325121	1.538479	1	1	1	1	1	1	1	1	1
712	1	4.435	7	0	13	10	4	1	2	0.8	7.2	3.75	0	0	0.931085	0.902312	1.062001	1.036848	0.859244	0.567922	0.786413	0	0	1.225705	0.993447	0.981712	0.749454	0.124769	0.588943	0.683768	0	0	4.596395	3.725427	3.68142	2.810452	0.4678843	2.208534	2.564132	0	0	1	1	1	1	1	1	1
713	1	4.435	7	0	2	9	3	1	1	2.25	2.8	1.75	0.835853	0.841463	0.977308	0.948535	1.128532	1.103378	0.889224	0.537949	0.801405	0.859461	0.846558	1.102448	0.973415	0.859131	0.730099	0.085512	0.569588	0.664414	1.504057	1.481477	1.929284	1.703477	1.50348	1.277673	0.1496466	0.9967785	1.162724	1	1	1	1	1	1	1	1	1
714	1	4.435	7	0	2	11	8	3	1	2.25	3.2	3.75	0	0	1.880599	1.796773	2.142898	2.069616	1.70584	1.109141	1.556665	0	0	1.228413	0.996155	0.981712	0.749454	0.204377	0.588943	0.683768	0	0	4.606549	3.735581	3.68142	2.810452	0.7664137	2.208534	2.564132	0	0	1	1	1	1	1	1	1
715	1	4.435	7	0	2	10	6	3	1	2.25	2.8	5.5	0	0	1.561124	1.484285	1.78216	1.714986	1.40361	0.892863	1.275923	0	0	1.227059	0.994801	0.981712	0.749454	0.586828	0.588943	0.683768	0	0	6.748826	5.471406	5.399415	4.121996	3.227554	3.239184	3.760726	0	0	1	1	1	1	1	1	1
716	1	4.435	7	0	2	10	5	3	1	1.75	3.2	3.75	0	0	1.42156	1.337734	1.617737	1.544456	1.266282	0.809996	1.15221	0	0	1.226382	0.994124	0.981712	0.749454	0.144671	0.588943	0.683768	0	0	4.598934	3.727966	3.68142	2.810452	0.5425166	2.208534	2.564132	0	0	1	1	1	1	1	1	1
717	1	4.435	7	0	2	9	6	3	1	3.25	4.2	3.75	0	0	1.708514	1.624688	1.9512	1.877919	1.535643	0.974213	1.395286	0	0	1.227059	0.994801	0.981712	0.749454	0.581926	0.588943	0.683768	0	0	4.601472	3.730504	3.68142	2.810452	2.182223	2.208534	2.564132	0	0	1	1	1	1	1	1	1
718	1	4.435	7	0	2	11	9	4	1	3.25	4.8	7.5	0	0	2.130635	2.018036	2.440061	2.341625	1.897965	1.170234	1.716032	0	0	1.22909	0.996832	0.981712	0.749454	0.581926	0.588943	0.683768	0	0	9.218175	7.47624	7.362839	5.620903	4.364445	4.417069	5.128263	0	0	1	1	1	1	1	1	1
719	1	4.435	7	0	2	11	7	7	1	3.25	3.2	7.5	0	0	2.235643	2.036724	2.510534	2.336637	1.943448	1.298504	1.782212	0	0	1.20193	0.989026	0.955905	0.743002	0.178023	0.582491	0.677317	0	0	9.014473	7.417698	7.169291	5.572516	1.335176	4.368682	5.079876	0	0	1	1	1	1	1	1	1
720	1	4.435	7	6	2	4	8	2	2	2.25	2.8	3.25	0	0	1.559103	1.506301	1.798242	1.752971	1.424025	0.846013	1.279522	0	0	1.228413	0.996155	0.981712	0.749454	0.437318	0.588943	0.683768	0	0	3.992342	3.237504	3.190564	2.435725	1.421284	1.914063	2.222248	0	0	1	1	1	1	1	1	1
721	1	4.435	7	0	2	11	12	2	1	3.25	7.2	7.5	0	0	2.222465	2.174399	2.576009	2.533988	2.03359	1.212793	1.828391	0	0	1.231121	0.998863	0.981712	0.749454	0.283985	0.588943	0.683768	0	0	9.233406	7.491471	7.362839	5.620903	2.129886	4.417069	5.128263	0	0	1	1	1	1	1	1	1
722	1	4.435	7	0	2	10	7	4	1	1.75	4.2	7.5	1.490666	1.51262	1.789863	1.677264	2.033074	1.934638	1.589576	1.023575	1.448076	0.880752	0.865913	1.227736	0.995478	0.981712	0.749454	0.184475	0.588943	0.683768	6.605637	6.494347	9.208021	7.466085	7.362839	5.620903	1.383563	4.417069	5.128263	1	1	1	1	1	1	1	1	1
723	1	4.435	7	0	2	11	9	3	1	3.25	3.8	7.5	2.07191	2.088253	2.349748	2.265921	2.657119	2.583836	2.178624	1.51396	2.012458	0.880752	0.865913	1.22909	0.996832	0.981712	0.749454	0.586828	0.588943	0.683768	6.605637	6.494347	9.218175	7.47624	7.362839	5.620903	4.40121	4.417069	5.128263	1	1	1	1	1	1	1	1	1
724	1	4.435	7	5	2	3	4	2	1	0.8	6.8	1.75	0	0	1.175632	1.131156	1.348916	1.310783	1.075294	0.661499	0.971845	0	0	1.225705	0.993447	0.981712	0.749454	0.581926	0.588943	0.683768	0	0	2.144984	1.738533	1.717996	1.311544	1.018371	1.030649	1.196595	0	0	1	1	1	1	1	1	1
725	1	4.435	7	0	2	10	7	4	1	1.75	3.8	2.75	0	0	1.833868	1.72127	2.078567	1.980132	1.63679	1.073611	1.495995	0	0	1.227736	0.995478	0.981712	0.749454	0.184475	0.588943	0.683768	0	0	3.376274	2.737565	2.699708	2.060998	0.5073063	1.619592	1.880363	0	0	1	1	1	1	1	1	1
726	1	4.435	7	0	2	11	4	1	1	0.8	2.8	2.75	0.851783	0.857393	0.981868	0.953095	1.125927	1.100773	0.901774	0.575359	0.82017	0.872365	0.859461	1.199899	0.986996	0.955905	0.743002	0.580376	0.582491	0.677317	2.399003	2.363519	3.299722	2.714238	2.62874	2.043256	1.596035	1.60185	1.862621	1	1	1	1	1	1	1	1	1
727	1	4.435	7	0	2	11	7	2	1	3.25	4.8	4.5	0	0	1.487749	1.441375	1.7235	1.68296	1.344668	0.789773	1.205945	0	0	1.20193	0.989026	0.955905	0.743002	0.178023	0.582491	0.677317	0	0	5.408684	4.450619	4.301574	3.34351	0.8011053	2.621209	3.047926	0	0	1	1	1	1	1	1	1
728	1	4.435	7	0	2	10	4	2	1	1.25	4.8	3.75	1.028778	1.037819	1.191067	1.144694	1.357232	1.316692	1.088673	0.714655	0.995168	0.880752	0.865913	1.225705	0.993447	0.981712	0.749454	0.124769	0.588943	0.683768	3.302819	3.247174	4.596395	3.725427	3.68142	2.810452	0.4678843	2.208534	2.564132	1	1	1	1	1	1	1	1	1
729	1	4.435	7	0	2	10	6	4	1	2.25	3.2	2.25	1.441563	1.463516	1.723369	1.610772	1.949149	1.850714	1.534123	1.014822	1.404298	0.880752	0.865913	1.227059	0.994801	0.981712	0.749454	0.164573	0.588943	0.683768	1.981691	1.948304	2.760883	2.238303	2.208852	1.686271	0.3702894	1.325121	1.538479	1	1	1	1	1	1	1	1	1
730	1	4.435	7	0	2	9	6	3	1	1.75	3.2	3.75	1.355432	1.370413	1.586402	1.509564	1.802367	1.735194	1.436932	0.947696	1.314623	0.880752	0.865913	1.227059	0.994801	0.981712	0.749454	0.164573	0.588943	0.683768	3.302819	3.247174	4.601472	3.730504	3.68142	2.810452	0.617149	2.208534	2.564132	1	1	1	1	1	1	1	1	1
731	1	4.435	7	0	2	10	8	3	1	3.25	4.2	7.5	0	0	1.7386	1.663796	2.022022	1.950111	1.484396	0.888197	1.335346	0	0	1.228413	0.996155	0.981712	0.749454	0.204377	0.588943	0.683768	0	0	9.213099	7.471163	7.362839	5.620903	1.532827	4.417069	5.128263	0	0	1	1	1	1	1	1	1
732	1	4.435	7	0	2	10	7	4	1	3.25	4.8	5.5	0	0	1.840141	1.727542	2.09478	1.996344	1.633341	1.037912	1.484484	0	0	1.20193	0.989026	0.955905	0.743002	0.178023	0.582491	0.677317	0	0	6.610613	5.439646	5.25748	4.086512	0.9791287	3.2037	3.725243	0	0	1	1	1	1	1	1	1
733	1	4.435	7	0	2	11	5	2	1	1.25	3.8	5.5	0	0	1.357187	1.302134	1.555098	1.50697	1.228801	0.772525	1.114732	0	0	1.200576	0.987673	0.955905	0.743002	0.906357	0.582491	0.677317	0	0	6.603167	5.432199	5.25748	4.086512	4.984962	3.2037	3.725243	0	0	1	1	1	1	1	1	1
734	1	4.435	7	0	2	9	5	3	1	1.25	3.2	2.25	0	0	1.498118	1.414293	1.690513	1.617232	1.355087	0.925094	1.247589	0	0	1.226382	0.994124	0.981712	0.749454	0.144671	0.588943	0.683768	0	0	2.75936	2.236779	2.208852	1.686271	0.32551	1.325121	1.538479	0	0	1	1	1	1	1	1	1
735	1	4.435	7	0	2	11	6	2	1	1.25	5.3	4.5	1.216991	1.226362	1.420512	1.372446	1.632628	1.590608	1.292783	0.804265	1.170654	0.880752	0.865913	1.227059	0.994801	0.981712	0.749454	0.164573	0.588943	0.683768	3.963382	3.896608	5.521766	4.476605	4.417704	3.372542	0.7405787	2.650241	3.076958	1	1	1	1	1	1	1	1	1
736	1	4.435	7	0	2	10	4	2	1	1.75	2.8	3.75	0.966177	0.975219	1.131863	1.08549	1.295071	1.254531	1.026152	0.651545	0.9325	0.872365	0.859461	1.199899	0.986996	0.955905	0.743002	0.118318	0.582491	0.677317	3.271367	3.22298	4.499621	3.701234	3.584646	2.786258	0.4436907	2.184341	2.539938	1	1	1	1	1	1	1	1	1
737	1	4.435	7	0	2	9	8	2	1	2.25	4.8	7.5	0	0	1.794276	1.739223	2.058804	2.010676	1.643513	1.041261	1.49295	0	0	1.228413	0.996155	0.981712	0.749454	0.586828	0.588943	0.683768	0	0	9.213099	7.471163	7.362839	5.620903	4.40121	4.417069	5.128263	0	0	1	1	1	1	1	1	1
738	1	4.435	7	0	2	11	5	3	1	1.25	4.8	3.25	0	0	1.449231	1.381073	1.649532	1.589947	1.312061	0.856247	1.198107	0	0	1.226382	0.994124	0.981712	0.749454	0.144671	0.588943	0.683768	0	0	3.985742	3.230904	3.190564	2.435725	0.4701811	1.914063	2.222248	0	0	1	1	1	1	1	1	1
739	1	4.435	7	0	2	11	6	2	1	3.25	2.8	4.5	0	0	1.454251	1.399198	1.673326	1.625198	1.31423	0.804153	1.186711	0	0	1.201253	0.98835	0.955905	0.743002	0.580376	0.582491	0.677317	0	0	5.405637	4.447573	4.301574	3.34351	2.611693	2.621209	3.047926	0	0	1	1	1	1	1	1	1
740	1	4.435	7	0	2	10	8	2	1	0.8	4.2	1.25	0	0	1.55604	1.500989	1.796023	1.747897	1.405168	0.842994	1.264624	0	0	1.202607	0.989703	0.955905	0.743002	0.197925	0.582491	0.677317	0	0	1.503258	1.237129	1.194882	0.9287528	0.2474067	0.7281136	0.8466461	0	0	1	1	1	1	1	1	1
741	1	4.435	7	0	2	12	9	4	1	2.25	3.8	5.5	0	0	2.034579	1.92198	2.332928	2.234493	1.803097	1.095485	1.626194	0	0	1.203284	0.99038	0.955905	0.743002	0.575474	0.582491	0.677317	0	0	6.61806	5.447092	5.25748	4.086512	3.165109	3.2037	3.725243	0	0	1	1	1	1	1	1	1
742	1	4.435	7	0	2	11	16	5	1	3.25	3.8	7.5	0	0	2.948704	2.807332	3.409967	3.286378	2.610067	1.500722	2.332731	0	0	1.233829	1.001571	0.981712	0.749454	0.912808	0.588943	0.683768	0	0	9.253715	7.511779	7.362839	5.620903	6.846063	4.417069	5.128263	0	0	1	1	1	1	1	1	1
743	1	4.435	7	8	2	12	6	5	1	1.75	3.2	5.5	0	0	1.919236	1.784851	2.165254	2.047773	1.703007	1.137492	1.561629	0	0	1.227059	0.994801	0.981712	0.749454	0.581926	0.588943	0.683768	0	0	6.748826	5.471406	5.399415	4.121996	3.200593	3.239184	3.760726	0	0	1	1	1	1	1	1	1
744	1	4.435	7	0	2	10	8	4	1	3.25	3.8	7.5	0	0	1.982404	1.876791	2.268523	2.176196	1.766731	1.09509	1.598821	0	0	1.228413	0.996155	0.981712	0.749454	0.581926	0.588943	0.683768	0	0	9.213099	7.471163	7.362839	5.620903	4.364445	4.417069	5.128263	0	0	1	1	1	1	1	1	1
745	1	4.435	7	6	2	6	11	4	1	2.25	3.8	4.5	0	0	2.414211	2.301612	2.763436	2.665	2.170602	1.359647	1.967864	0	0	1.230444	0.998186	0.981712	0.749454	0.581926	0.588943	0.683768	0	0	5.536997	4.491836	4.417704	3.372542	2.618667	2.650241	3.076958	0	0	1	1	1	1	1	1	1
746	1	4.435	7	0	2	9	8	4	1	1.75	3.8	7.5	0	0	1.954544	1.841945	2.220724	2.122288	1.748055	1.134207	1.594593	0	0	1.228413	0.996155	0.981712	0.749454	0.204377	0.588943	0.683768	0	0	9.213099	7.471163	7.362839	5.620903	1.532827	4.417069	5.128263	0	0	1	1	1	1	1	1	1
747	1	4.435	7	7	2	7	7	2	1	1.75	5.8	7.5	0	0	1.636605	1.581552	1.888257	1.840128	1.482244	0.895211	1.335486	0	0	1.20193	0.989026	0.955905	0.743002	0.575474	0.582491	0.677317	0	0	9.014473	7.417698	7.169291	5.572516	4.316058	4.368682	5.079876	0	0	1	1	1	1	1	1	1
748	1	4.435	7	0	2	10	5	2	1	1.75	3.2	4.5	1.06547	1.076203	1.256385	1.201332	1.438596	1.390468	1.13351	0.712026	1.028139	0.880752	0.865913	1.226382	0.994124	0.981712	0.749454	0.144671	0.588943	0.683768	3.963382	3.896608	5.51872	4.473559	4.417704	3.372542	0.6510199	2.650241	3.076958	1	1	1	1	1	1	1	1	1
749	1	4.435	7	0	2	11	6	3	1	1.75	3.2	4.5	1.220905	1.235556	1.45663	1.381484	1.666031	1.600337	1.302075	0.812839	1.179766	0.872365	0.859461	1.201253	0.98835	0.955905	0.743002	0.158121	0.582491	0.677317	3.92564	3.867576	5.405637	4.447573	4.301574	3.34351	0.7115465	2.621209	3.047926	1	1	1	1	1	1	1	1	1
